Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views,Reactions Hype,Reactions Funny,Reactions Love,Reactions Whaaat?,Reactions Oh No!
6:10 PM,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6:11 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6:12 PM,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6:13 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6:14 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6:15 PM,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6:16 PM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
6:17 PM,4,1,0,3,3,0,0,0,0,0,0,0,0,0
6:18 PM,8,0,0,2,3,0,0,0,0,0,0,0,0,0
6:19 PM,7,0,0,1,2,0,0,0,0,0,0,0,0,0
6:20 PM,7,0,0,1,1,0,0,0,0,0,0,0,0,0
6:21 PM,7,0,0,1,1,0,0,0,0,0,0,0,0,0
6:22 PM,7,1,0,1,1,0,0,0,0,0,0,0,0,0
6:23 PM,9,0,0,1,1,0,0,0,0,0,0,0,0,0
6:24 PM,8,0,0,1,1,0,0,0,0,0,0,0,0,0
6:25 PM,10,1,0,2,2,0,0,0,0,0,0,0,0,0
6:26 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6:27 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6:28 PM,10,2,0,0,0,0,0,0,0,0,0,0,0,0
6:29 PM,10,1,0,0,0,0,0,0,0,0,0,0,0,0
6:30 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:31 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:32 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6:33 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6:34 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:35 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:36 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:37 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:38 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:39 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:40 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:41 PM,8,1,0,0,0,0,0,0,0,0,0,0,0,0
6:42 PM,9,1,0,0,0,0,0,0,0,0,0,0,0,0
6:43 PM,7,1,0,0,0,0,0,0,0,0,0,0,0,0
6:44 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:45 PM,9,1,0,0,0,0,0,0,0,0,0,0,0,0
6:46 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:47 PM,7,1,0,0,0,0,0,0,0,0,0,0,0,0
6:48 PM,7,1,0,0,0,0,0,0,0,0,0,0,0,0
6:49 PM,9,0,0,1,2,0,0,0,0,0,0,0,0,0
6:50 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:51 PM,10,1,0,0,0,0,0,0,0,0,0,0,0,0
6:52 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
6:53 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
6:54 PM,10,0,0,1,1,0,0,0,0,0,0,0,0,0
6:55 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:56 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:57 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
6:58 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
6:59 PM,9,2,0,0,0,0,0,0,0,0,0,0,0,0
7:00 PM,9,1,0,0,0,0,0,0,0,0,0,0,0,0
7:01 PM,10,0,0,1,3,0,0,0,0,0,0,0,0,0
7:02 PM,9,2,0,0,0,0,0,0,0,0,0,0,0,0
7:03 PM,8,2,0,0,0,0,0,0,0,0,0,0,0,0
7:04 PM,12,1,0,0,0,0,0,0,0,0,0,0,0,0
7:05 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:06 PM,15,2,0,0,0,0,0,0,0,0,0,0,0,0
7:07 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:08 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:09 PM,12,0,0,0,0,0,0,0,0,0,0,0,0,0
7:10 PM,12,0,0,0,0,0,0,0,0,0,0,0,0,0
7:11 PM,13,1,0,1,1,0,0,0,0,0,0,0,0,0
7:12 PM,12,0,0,2,3,0,0,0,0,0,0,0,0,0
7:13 PM,11,1,0,0,0,0,0,0,0,0,0,0,0,0
7:14 PM,12,0,0,0,0,0,0,0,0,0,0,0,0,0
7:15 PM,11,1,0,0,0,0,0,0,0,0,0,0,0,0
7:16 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
7:17 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:18 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:19 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:20 PM,11,0,0,1,2,0,0,0,0,0,0,0,0,0
7:21 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:22 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:23 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:24 PM,9,2,0,0,0,0,0,0,0,0,0,0,0,0
7:25 PM,10,2,0,0,0,0,0,0,0,0,0,0,0,0
7:26 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:27 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:28 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:29 PM,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7:30 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:31 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7:32 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
